tconst	characters
tt0096697	["Bart Simpson","Martin Prince","Richard"]
tt0096697	["Bart Simpson","Martin Prince","Saleswoman"]
tt0096697	["Bart Simpson","Miss Springfield","Girl in pool #2"]
tt0096697	["Bart Simpson","Mother","Kearney"]
tt0096697	["Bart Simpson","Mother"]
tt0096697	["Bart Simpson","Mozart","Nelson Muntz"]
tt0096697	["Bart Simpson","Mrs. Dexter's Daughter"]
tt0096697	["Bart Simpson","Nelson Moontz"]
tt0096697	["Bart Simpson","Nelson Muntz","'Porch Pals' Itchy"]
tt0096697	["Bart Simpson","Nelson Muntz","Bart Goblins"]
tt0096697	["Bart Simpson","Nelson Muntz","Crowd Members"]
tt0096697	["Bart Simpson","Nelson Muntz","Database"]
tt0096697	["Bart Simpson","Nelson Muntz","Exercise Video Girl"]
tt0096697	["Bart Simpson","Nelson Muntz","Gravey"]
tt0096697	["Bart Simpson","Nelson Muntz","Jules"]
tt0096697	["Bart Simpson","Nelson Muntz","Junior Camper"]
tt0096697	["Bart Simpson","Nelson Muntz","Kearney Zzyzwicz"]
tt0096697	["Bart Simpson","Nelson Muntz","Kearney"]
tt0096697	["Bart Simpson","Nelson Muntz","Korean Airport Lady"]
tt0096697	["Bart Simpson","Nelson Muntz","Lassie Actress"]
tt0096697	["Bart Simpson","Nelson Muntz","Lewis"]
tt0096697	["Bart Simpson","Nelson Muntz","Ling Bouvier"]
tt0096697	["Bart Simpson","Nelson Muntz","Maggie Simpson"]
tt0096697	["Bart Simpson","Nelson Muntz","Martin Prince"]
tt0096697	["Bart Simpson","Nelson Muntz","Miss Springfield"]
tt0096697	["Bart Simpson","Nelson Muntz","Nelson's children"]
tt0096697	["Bart Simpson","Nelson Muntz","Paperboy"]
tt0096697	["Bart Simpson","Nelson Muntz","Pregnant Woman"]
tt0096697	["Bart Simpson","Nelson Muntz","Ralph Wiggum"]
tt0096697	["Bart Simpson","Nelson Muntz","Retirement Party Singers"]
tt0096697	["Bart Simpson","Nelson Muntz","Scammer"]
tt0096697	["Bart Simpson","Nelson Muntz","Screaming Woman"]
tt0096697	["Bart Simpson","Nelson Muntz","Simon Woosterfield"]
tt0096697	["Bart Simpson","Nelson Muntz","Todd Flanders"]
tt0096697	["Bart Simpson","Nelson Muntz","Wendell Borton"]
tt0096697	["Bart Simpson","Nelson Muntz","Woman in 'Space Mutants VIII'"]
tt0096697	["Bart Simpson","Nelson Muntz","Woman with Children"]
tt0096697	["Bart Simpson","Nelson Muntz"]
tt0096697	["Bart Simpson","Nelson Mutz","Kearney"]
tt0096697	["Bart Simpson","Neslon Muntz","Database"]
tt0096697	["Bart Simpson","Octuplets"]
tt0096697	["Bart Simpson","Ooda","Candy"]
tt0096697	["Bart Simpson","Pagan Son","Pagans' Neighbour's Son"]
tt0096697	["Bart Simpson","People at Therapy"]
tt0096697	["Bart Simpson","Photography Club Member #2","Freddy"]
tt0096697	["Bart Simpson","Picard Simpson","Kirk Simpson"]
tt0096697	["Bart Simpson","Radio Disney DJ","Maggie Simpson"]
tt0096697	["Bart Simpson","Ralph Wiggum","Andy's Girlfriend"]
tt0096697	["Bart Simpson","Ralph Wiggum","Anonymous Students"]
tt0096697	["Bart Simpson","Ralph Wiggum","Brittany"]
tt0096697	["Bart Simpson","Ralph Wiggum","Child in Lisa's Class"]
tt0096697	["Bart Simpson","Ralph Wiggum","Database"]
tt0096697	["Bart Simpson","Ralph Wiggum","Donut Woman"]
tt0096697	["Bart Simpson","Ralph Wiggum","Dr. Hibbert's Younger Son"]
tt0096697	["Bart Simpson","Ralph Wiggum","Female Sibling"]
tt0096697	["Bart Simpson","Ralph Wiggum","Girl on Rings"]
tt0096697	["Bart Simpson","Ralph Wiggum","Jimmy"]
tt0096697	["Bart Simpson","Ralph Wiggum","Julia"]
tt0096697	["Bart Simpson","Ralph Wiggum","Kate Lynn"]
tt0096697	["Bart Simpson","Ralph Wiggum","Kearney Zzyzwicz"]
tt0096697	["Bart Simpson","Ralph Wiggum","Kearney"]
tt0096697	["Bart Simpson","Ralph Wiggum","Maggie Simpson"]
tt0096697	["Bart Simpson","Ralph Wiggum","Middle Schooler #3"]
tt0096697	["Bart Simpson","Ralph Wiggum","Nelson Muntz"]
tt0096697	["Bart Simpson","Ralph Wiggum","SNPP employee"]
tt0096697	["Bart Simpson","Ralph Wiggum","Todd Flanders"]
tt0096697	["Bart Simpson","Ralph Wiggum"]
tt0096697	["Bart Simpson","Ralph"]
tt0096697	["Bart Simpson","Razzle Dazzle's Pizza-Tainment Palace Children"]
tt0096697	["Bart Simpson","Redhead in Chicago School System","Nelson Muntz"]
tt0096697	["Bart Simpson","Restaurant Waitress","Hurray for Everything Member"]
tt0096697	["Bart Simpson","Sherman","Student"]
tt0096697	["Bart Simpson","Singing Spucklers"]
tt0096697	["Bart Simpson","Skinner's secretary"]
tt0096697	["Bart Simpson","Snowball II","Kid"]
tt0096697	["Bart Simpson","Stickball Child #2","Todd Flanders"]
tt0096697	["Bart Simpson","Third Wiccan Girl","Todd Flanders"]
tt0096697	["Bart Simpson","Todd Flanders","Boy"]
tt0096697	["Bart Simpson","Todd Flanders","Kearney"]
tt0096697	["Bart Simpson","Todd Flanders","Landscape Architect"]
tt0096697	["Bart Simpson","Todd Flanders","Maggie Simpson"]
tt0096697	["Bart Simpson","Todd Flanders","Martin's Child #1"]
tt0096697	["Bart Simpson","Todd Flanders","Nelson Muntz"]
tt0096697	["Bart Simpson","Todd Flanders","Ralph Wiggum"]
tt0096697	["Bart Simpson","Todd Flanders","Ralph"]
tt0096697	["Bart Simpson","Todd Flanders","Rod Flanders"]
tt0096697	["Bart Simpson","Todd Flanders"]
tt0096697	["Bart Simpson","Tom Gammil","Mother #2"]
tt0096697	["Bart Simpson","Tom Sawyer","Huckleberry Finn"]
tt0096697	["Bart Simpson","Wanda","Becky"]
tt0096697	["Bart Simpson","Woman in Diner #3"]
tt0096697	["Bart Simpson","Woman in Line #1","Nelson Muntz"]
tt0096697	["Bart Simpson","Young Bully"]
tt0096697	["Bart Simpson","\"Cockamamie's\" Salesgirl"]
tt0096697	["Bart Simpson"]
tt0096697	["Barterfinger","Bart Simpson","Maggie Simpson"]
tt0096697	["Bert Albertson","Nelson Muntz","Kearney Zzyzwicz"]
tt0096697	["Burns' Lawyer","Homer Simpson","Man on Street"]
tt0096697	["Carl Carlson","Moe Szyslak","Chief Wiggum"]
tt0096697	["Dino-Son","Bart Simpson"]
tt0096697	["Grampa Simpson","Homer Simpson","Arnie Gumble"]
tt0096697	["Grampa Simpson","Homer Simpson","Lord Thistlewick Flanders"]
tt0096697	["Grampa Simpson","Homer Simpson","Sideshow Mel"]
tt0096697	["Groundskeeper Willie","Homer Simpson","Deer"]
tt0096697	["Groundskeeper Willie","Homer Simpson","Krusty the Clown"]
tt0096697	["Groundskeeper Willie","Homer Simpson","Video Game Announcer"]
tt0096697	["Hans Moleman","Captain","Barbarian Invader #1"]
tt0096697	["Hans Moleman","Homer Simpson","Sideshow Mel"]
tt0096697	["Homer Simpson","'I Can't Believe They Invented It!' Announcer","Dave Jr."]
tt0096697	["Homer Simpson","'Rip-off!'","Barney"]
tt0096697	["Homer Simpson","Abe 'Grampa' Simpson"]
tt0096697	["Homer Simpson","Abe Simpson","Groundskeeper Willy"]
tt0096697	["Homer Simpson","Abe Simpson","St. Peter"]
tt0096697	["Homer Simpson","Abraham 'Grampa' Simpson","Krusty the Clown"]
tt0096697	["Homer Simpson","Abraham Simp-san","Homerzilla"]
tt0096697	["Homer Simpson","Abraham Simpson","Blue-haired lawyer"]
tt0096697	["Homer Simpson","Abraham Simpson","Gil Gunderson"]
tt0096697	["Homer Simpson","Abraham Simpson","Hans Moleman"]
tt0096697	["Homer Simpson","Abraham Simpson","Itchy"]
tt0096697	["Homer Simpson","Abraham Simpson","Krusty the Clown"]
tt0096697	["Homer Simpson","Abraham Simpson","Mayor Quimby"]
tt0096697	["Homer Simpson","Abraham Simpson","Rich Texan"]
tt0096697	["Homer Simpson","Abraham Simpson","Santa's Little Helper"]
tt0096697	["Homer Simpson","Abraham Simpson","Sideshow Mel"]
tt0096697	["Homer Simpson","Abraham Simpson"]
tt0096697	["Homer Simpson","Acid Brownie Man #1","Gil Gunderson"]
tt0096697	["Homer Simpson","Adil's Father","Ugolin"]
tt0096697	["Homer Simpson","Angry Driver","Squeaky-Voiced Teen"]
tt0096697	["Homer Simpson","Angry Star Wars Fan","Barney Gumble"]
tt0096697	["Homer Simpson","Announcer","Barney Gumble"]
tt0096697	["Homer Simpson","Announcer","Michigan J. Frog"]
tt0096697	["Homer Simpson","Archery Targets Truck Driver","Male Ballerina"]
tt0096697	["Homer Simpson","Arnie Pie","Homer Glumplet"]
tt0096697	["Homer Simpson","Arnie Pie","Squeaky-Voiced Teen"]
tt0096697	["Homer Simpson","Arnie Pye","Mayor Quimby"]
tt0096697	["Homer Simpson","Arthur Miller","Santa's Little Helper"]
tt0096697	["Homer Simpson","Astronaut","Doug"]
tt0096697	["Homer Simpson","Baby","DJ"]
tt0096697	["Homer Simpson","Baby-Puppy Vendor","Leprechaun"]
tt0096697	["Homer Simpson","Bald Critic","Barney Gumble"]
tt0096697	["Homer Simpson","Bank Security Guard #2","Krusty"]
tt0096697	["Homer Simpson","Banker","The Yes Guy"]
tt0096697	["Homer Simpson","Barney Gumble","Abraham 'Grampa' Simpson"]
tt0096697	["Homer Simpson","Barney Gumble","Abraham Lincoln"]
tt0096697	["Homer Simpson","Barney Gumble","Barfly #1"]
tt0096697	["Homer Simpson","Barney Gumble","Bluella"]
tt0096697	["Homer Simpson","Barney Gumble","Canadian Football League Announcer"]
tt0096697	["Homer Simpson","Barney Gumble","Elf Moldy"]
tt0096697	["Homer Simpson","Barney Gumble","Gil Gunderson"]
tt0096697	["Homer Simpson","Barney Gumble","Gil"]
tt0096697	["Homer Simpson","Barney Gumble","Grampa Simpson"]
tt0096697	["Homer Simpson","Barney Gumble","Grampa"]
tt0096697	["Homer Simpson","Barney Gumble","Groundskeeper Willie"]
tt0096697	["Homer Simpson","Barney Gumble","Guy Incognito"]
tt0096697	["Homer Simpson","Barney Gumble","Hans Moleman"]
tt0096697	["Homer Simpson","Barney Gumble","Harold"]
tt0096697	["Homer Simpson","Barney Gumble","Homer's Doppelgänger"]
tt0096697	["Homer Simpson","Barney Gumble","Homer's Libido"]
tt0096697	["Homer Simpson","Barney Gumble","Imaginary Party Guest #3"]
tt0096697	["Homer Simpson","Barney Gumble","KBBL Guy"]
tt0096697	["Homer Simpson","Barney Gumble","Krusto"]
tt0096697	["Homer Simpson","Barney Gumble","Krusty the Clown"]
tt0096697	["Homer Simpson","Barney Gumble","Krusty the Klown"]
tt0096697	["Homer Simpson","Barney Gumble","Krusty"]
tt0096697	["Homer Simpson","Barney Gumble","Library Security Guard"]
tt0096697	["Homer Simpson","Barney Gumble","Louie"]
tt0096697	["Homer Simpson","Barney Gumble","Mayor Quimby"]
tt0096697	["Homer Simpson","Barney Gumble","Mr. Winfield"]
tt0096697	["Homer Simpson","Barney Gumble","Rich Texan"]
tt0096697	["Homer Simpson","Barney Gumble","Sideshow Mel"]
tt0096697	["Homer Simpson","Barney Gumble","Son in Monroe ad"]
tt0096697	["Homer Simpson","Barney Gumble","The Professor"]
tt0096697	["Homer Simpson","Barney Gumble","Ugolin"]
tt0096697	["Homer Simpson","Barney Gumble","Vendor"]
tt0096697	["Homer Simpson","Barney Gumble","Waiter"]
tt0096697	["Homer Simpson","Barney Gumble"]
tt0096697	["Homer Simpson","Barney","Gil"]
tt0096697	["Homer Simpson","Barney","Hans Moleman"]
tt0096697	["Homer Simpson","Barney","Krusty"]
tt0096697	["Homer Simpson","Barney","Tex"]
tt0096697	["Homer Simpson","Barney","World Trade Center Worker #3"]
tt0096697	["Homer Simpson","Ben Franklin","Michael Finn"]
tt0096697	["Homer Simpson","Benjamin","Grampa Simpson"]
tt0096697	["Homer Simpson","Big Rich Texan","Sideshow Mel"]
tt0096697	["Homer Simpson","Bill","Announcer #2"]
tt0096697	["Homer Simpson","Bill","Austin Powers"]
tt0096697	["Homer Simpson","Bill","Krusty"]
tt0096697	["Homer Simpson","Bill","Mayor Quimby"]
tt0096697	["Homer Simpson","Blue Haired Lawyer","Grizzly Shawn"]
tt0096697	["Homer Simpson","Blue-Haired Lawyer","Barney Gumble"]
tt0096697	["Homer Simpson","Blue-Haired Lawyer","Barney"]
tt0096697	["Homer Simpson","Blue-Haired Lawyer","Homeless Man #2"]
tt0096697	["Homer Simpson","Blue-Haired Laywer","Ballon Game Man"]
tt0096697	["Homer Simpson","Box Factory Manager","Ethan"]
tt0096697	["Homer Simpson","Brigadier General Clancy Wiggins","Gil"]
tt0096697	["Homer Simpson","Brother #2","Oscar the Grouch"]
tt0096697	["Homer Simpson","Buddhist","Gay Man"]
tt0096697	["Homer Simpson","Burns' Campaign Manager","Mudslinger"]
tt0096697	["Homer Simpson","Butler","Baron von Kissalot"]
tt0096697	["Homer Simpson","Caller","Stan"]
tt0096697	["Homer Simpson","Capt. Lance Murdock","Drunk Fish #1"]
tt0096697	["Homer Simpson","Capt. Lance Murdock","Rottweilers"]
tt0096697	["Homer Simpson","Cashier","Mayor Quimby"]
tt0096697	["Homer Simpson","Charlie","Police Radio"]
tt0096697	["Homer Simpson","Chinese Officer","Chinese General"]
tt0096697	["Homer Simpson","Chipwich Salesman","Grampa Simpson"]
tt0096697	["Homer Simpson","Chuck Shadowski","Sideshow Mel"]
tt0096697	["Homer Simpson","Clerk #2","Mayor Quimby"]
tt0096697	["Homer Simpson","Clerk in Ape Mask","Krusty the Clown"]
tt0096697	["Homer Simpson","Conductor"]
tt0096697	["Homer Simpson","Couch Gag Director","Mayor Quimby"]
tt0096697	["Homer Simpson","Couch Gag Singer","Barney Gumble"]
tt0096697	["Homer Simpson","Count Dracula","Wolfman"]
tt0096697	["Homer Simpson","Cowboy Block","Lincoln Block"]
tt0096697	["Homer Simpson","Crazy Dog Man","Barney Gumble"]
tt0096697	["Homer Simpson","Crazy Old Guy","Grampa"]
tt0096697	["Homer Simpson","Crony","Grampa Simpson"]
tt0096697	["Homer Simpson","Crowd Members"]
tt0096697	["Homer Simpson","DMV Worker","Sideshow Mel"]
tt0096697	["Homer Simpson","Delbert","Clown #1"]
tt0096697	["Homer Simpson","Dink","Conductor"]
tt0096697	["Homer Simpson","Director","Scoutmaster"]
tt0096697	["Homer Simpson","Don Rickles","Squeaky-Voiced Teen"]
tt0096697	["Homer Simpson","Donut Attorney","Giant Donut"]
tt0096697	["Homer Simpson","Edward the Penitent","Barney Gumble"]
tt0096697	["Homer Simpson","Emergency Announcer","Barney Gumble"]
tt0096697	["Homer Simpson","Employee in Commercial","Barney Gumble"]
tt0096697	["Homer Simpson","Enraged Father","Frankie the Squealer"]
tt0096697	["Homer Simpson","Ethnic Man","Hypersugar Teen"]
tt0096697	["Homer Simpson","Eustace B. Tilley"]
tt0096697	["Homer Simpson","Farmer","Security Guard #2"]
tt0096697	["Homer Simpson","Farty the Crippled Robot","Male Angel"]
tt0096697	["Homer Simpson","Fox Night at the Movies Announcer","Reporter #2"]
tt0096697	["Homer Simpson","French President","Sideshow Mel"]
tt0096697	["Homer Simpson","Fried Dough Vendor","Groundskeeper Willie"]
tt0096697	["Homer Simpson","Frosty the Snowman"]
tt0096697	["Homer Simpson","Gallagher"]
tt0096697	["Homer Simpson","Gameshow Host","Realter"]
tt0096697	["Homer Simpson","George Burns","Bill Clinton"]
tt0096697	["Homer Simpson","German Man","Man Reaching for Phone"]
tt0096697	["Homer Simpson","Gil Gunderson","Blue Haired Lawyer"]
tt0096697	["Homer Simpson","Gil Gunderson","Grampa Simpson"]
tt0096697	["Homer Simpson","Gil Gunderson","Kodos"]
tt0096697	["Homer Simpson","Gil Gunderson","Krusty the Clown"]
tt0096697	["Homer Simpson","Gil Gunderson","Louie"]
tt0096697	["Homer Simpson","Gil Gunderson","Rich Texan"]
tt0096697	["Homer Simpson","Gil","Blue-Haired Lawyer"]
tt0096697	["Homer Simpson","Gil","Krusty the Klown"]
tt0096697	["Homer Simpson","Gil","Rich Texan"]
tt0096697	["Homer Simpson","Goliath","Barney Gumble"]
tt0096697	["Homer Simpson","Grampa Simpson","Barney Gumble"]
tt0096697	["Homer Simpson","Grampa Simpson","Blue-Haired Lawyer"]
tt0096697	["Homer Simpson","Grampa Simpson","Citizen Solar"]
tt0096697	["Homer Simpson","Grampa Simpson","Cow"]
tt0096697	["Homer Simpson","Grampa Simpson","Gambler"]
tt0096697	["Homer Simpson","Grampa Simpson","Gil Gunderson"]
tt0096697	["Homer Simpson","Grampa Simpson","Goliath"]
tt0096697	["Homer Simpson","Grampa Simpson","Groundskeeper Willie"]
tt0096697	["Homer Simpson","Grampa Simpson","Hans Moleman"]
tt0096697	["Homer Simpson","Grampa Simpson","Homer's Brain"]
tt0096697	["Homer Simpson","Grampa Simpson","Itchy"]
tt0096697	["Homer Simpson","Grampa Simpson","Judge #3"]
tt0096697	["Homer Simpson","Grampa Simpson","Kenny"]
tt0096697	["Homer Simpson","Grampa Simpson","Kodos"]
tt0096697	["Homer Simpson","Grampa Simpson","Krusty the Clown"]
tt0096697	["Homer Simpson","Grampa Simpson","Launch Host #2"]
tt0096697	["Homer Simpson","Grampa Simpson","Lighthouse Owner"]
tt0096697	["Homer Simpson","Grampa Simpson","Man Crashing Car"]
tt0096697	["Homer Simpson","Grampa Simpson","Man in Line"]
tt0096697	["Homer Simpson","Grampa Simpson","Mayor Quimby"]
tt0096697	["Homer Simpson","Grampa Simpson","Mickey Mouse"]
tt0096697	["Homer Simpson","Grampa Simpson","Movie Frat Guy #2"]
tt0096697	["Homer Simpson","Grampa Simpson","Pilot"]
tt0096697	["Homer Simpson","Grampa Simpson","Questo"]
tt0096697	["Homer Simpson","Grampa Simpson","Rich Texan"]
tt0096697	["Homer Simpson","Grampa Simpson","Robot #2"]
tt0096697	["Homer Simpson","Grampa Simpson","Santa's Little Helper"]
tt0096697	["Homer Simpson","Grampa Simpson","Sideshow Mel"]
tt0096697	["Homer Simpson","Grampa Simpson","Snowball II"]
tt0096697	["Homer Simpson","Grampa Simpson","Squeaky Voiced Teen"]
tt0096697	["Homer Simpson","Grampa Simpson","Squeaky-Voiced Teen"]
tt0096697	["Homer Simpson","Grampa Simpson","Toy Story Employee"]
tt0096697	["Homer Simpson","Grampa Simpson","W.C. Fields"]
tt0096697	["Homer Simpson","Grampa Simpson"]
tt0096697	["Homer Simpson","Grampa","'Larry Davis Experience' Guy #2"]
tt0096697	["Homer Simpson","Grampa","Barney Gumble"]
tt0096697	["Homer Simpson","Grampa","Barney"]
tt0096697	["Homer Simpson","Grampa","Benedict Arnold"]
tt0096697	["Homer Simpson","Grampa","Benjamin"]
tt0096697	["Homer Simpson","Grampa","Bill"]
tt0096697	["Homer Simpson","Grampa","Faceless Man"]
tt0096697	["Homer Simpson","Grampa","Gil Gunderson"]
tt0096697	["Homer Simpson","Grampa","Groundskeeper Willie"]
tt0096697	["Homer Simpson","Grampa","Hans Moleman"]
tt0096697	["Homer Simpson","Grampa","Itchy"]
tt0096697	["Homer Simpson","Grampa","Kodos"]
tt0096697	["Homer Simpson","Grampa","Krusty the Clown"]
tt0096697	["Homer Simpson","Grampa","Krusty the Klown Doll"]
tt0096697	["Homer Simpson","Grampa","Krusty"]
tt0096697	["Homer Simpson","Grampa","Lugash"]
tt0096697	["Homer Simpson","Grampa","Mayor Quimby"]
tt0096697	["Homer Simpson","Grampa","News Director"]
tt0096697	["Homer Simpson","Grampa"]
tt0096697	["Homer Simpson","Grey-haired man","Sideshow Mel"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Abraham Simpson"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Barney Gumble"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Emperor"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Fighter Pilot #1 whilst Parachuting"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Fireman"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Giuseppe"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Grampa Simpson"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Grampa"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Hans Moleman"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Homer's Brain"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Itchy"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Jason"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Krusty the Clown"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Krusty the Klown"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Krusty"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Louie"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Man on Fire"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Mayor Quimby"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Package Forwarder #1"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Professor Richard Quillejoie"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Sideshow Mel"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Squeaky Voiced Teen"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Stadium Announcer"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Tattoo"]
tt0096697	["Homer Simpson","Groundskeeper Willie","The Rich Texan"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Tractor"]
tt0096697	["Homer Simpson","Groundskeeper Willie","Winemaker"]
tt0096697	["Homer Simpson","Groundskeeper Willie"]
tt0096697	["Homer Simpson","Guard"]
tt0096697	["Homer Simpson","Guy in Blue Shirt","Barney Gumble"]
tt0096697	["Homer Simpson","Hamster","Groundskeeper Willie"]
tt0096697	["Homer Simpson","Hans Moleman","Barney Gumble"]
tt0096697	["Homer Simpson","Hans Moleman","Cyclist"]
tt0096697	["Homer Simpson","Hans Moleman","Detective"]
tt0096697	["Homer Simpson","Hans Moleman","Grampa Simpson"]
tt0096697	["Homer Simpson","Hans Moleman","Groundskeeper Willie"]
tt0096697	["Homer Simpson","Hans Moleman","Krusty the Clown"]
tt0096697	["Homer Simpson","Hans Moleman","Louie"]
tt0096697	["Homer Simpson","Hans Moleman","Mayor Quimby"]
tt0096697	["Homer Simpson","Hans Moleman","Nurse"]
tt0096697	["Homer Simpson","Hans Moleman","Rich Texan"]
tt0096697	["Homer Simpson","Hans Moleman","Santa's Little Helper"]
tt0096697	["Homer Simpson","Hans Moleman","Sideshow Mel"]
tt0096697	["Homer Simpson","Hans Moleman","Squeaky-Voiced Teen"]
tt0096697	["Homer Simpson","Henry the eighth","Mountain Lion"]
tt0096697	["Homer Simpson","Hitler","Runner #2"]
tt0096697	["Homer Simpson","Hockey Rink Man","Sub-Contractor"]
tt0096697	["Homer Simpson","Homer's Brain #1","Homer's Brain #2"]
tt0096697	["Homer Simpson","Homer's Clones","Gil"]
tt0096697	["Homer Simpson","Horrified Man","Duck with Cell Phone"]
tt0096697	["Homer Simpson","Hot Dog Vendor","Sideshow Mel"]
tt0096697	["Homer Simpson","Hot Stuff","Squeaky-Voiced Teen"]
tt0096697	["Homer Simpson","Huck Finn","Freddy Quimby"]
tt0096697	["Homer Simpson","I Can't Believe They Invented It Announcer","Man Driving Car"]
tt0096697	["Homer Simpson","Ice Hockey Host #3","Santa's Little Helper"]
tt0096697	["Homer Simpson","Indian #1","Kearney's Dad"]
tt0096697	["Homer Simpson","Interviewer #2","Reporter #2"]
tt0096697	["Homer Simpson","Isaac","Sideshow Mel"]
tt0096697	["Homer Simpson","Isotopes Player","Grampa Simpson"]
tt0096697	["Homer Simpson","Itchy","Clown"]
tt0096697	["Homer Simpson","Itchy","Gil"]
tt0096697	["Homer Simpson","Itchy","Grampa Simpson"]
tt0096697	["Homer Simpson","Itchy","Hans Moleman"]
tt0096697	["Homer Simpson","Itchy","Krusty"]
tt0096697	["Homer Simpson","Itchy","Medic #2"]
tt0096697	["Homer Simpson","Itchy","Sideshow Mel"]
tt0096697	["Homer Simpson","Itchy","Telemarketer"]
tt0096697	["Homer Simpson","Itchy","Willie"]
tt0096697	["Homer Simpson","Itchy"]
tt0096697	["Homer Simpson","Jack Barley","Pierre Curie"]
tt0096697	["Homer Simpson","Jack Deforest","Groundskeeper Willie"]
tt0096697	["Homer Simpson","Jimmy Carter","Frankenstein's Monster"]
tt0096697	["Homer Simpson","Jobriath","Itchy"]
tt0096697	["Homer Simpson","Jockey #5"]
tt0096697	["Homer Simpson","Joseph Stalin"]
tt0096697	["Homer Simpson","Joseph","Abraham Simpson"]
tt0096697	["Homer Simpson","KBBL DJ #1","Churchgoer"]
tt0096697	["Homer Simpson","Kodos","Abraham 'Grampa' Simpson"]
tt0096697	["Homer Simpson","Kodos","Frankie the Squealer"]
tt0096697	["Homer Simpson","Kodos","Government Man #2"]
